MATCH_ID	SEASON	CITY	DATE	TEAM1	TEAM2	TOSS_WINNER	TOSS_DECISION	RESULT	WINNER
75	2008	Kolkata	2008-04-29	Kolkata Knight Riders	Mumbai Indians	Kolkata Knight Riders	bat	normal	Mumbai Indians
76	2008	Delhi	2008-04-30	Delhi Daredevils	Royal Challengers Bangalore	Royal Challengers Bangalore	field	normal	Delhi Daredevils
77	2008	Hyderabad	2008-05-01	Deccan Chargers	Kings XI Punjab	Kings XI Punjab	field	normal	Kings XI Punjab
78	2008	Jaipur	2008-05-01	Rajasthan Royals	Kolkata Knight Riders	Rajasthan Royals	bat	normal	Rajasthan Royals
79	2008	Chennai	2008-05-02	Chennai Super Kings	Delhi Daredevils	Chennai Super Kings	bat	normal	Delhi Daredevils
80	2008	Hyderabad	2008-05-25	Deccan Chargers	Royal Challengers Bangalore	Deccan Chargers	bat	normal	Royal Challengers Bangalore
81	2008	Chandigarh	2008-05-03	Kings XI Punjab	Kolkata Knight Riders	Kings XI Punjab	bat	normal	Kings XI Punjab
82	2008	Mumbai	2008-05-04	Mumbai Indians	Delhi Daredevils	Delhi Daredevils	field	normal	Mumbai Indians
83	2008	Jaipur	2008-05-04	Chennai Super Kings	Rajasthan Royals	Chennai Super Kings	bat	normal	Rajasthan Royals
84	2008	Bangalore	2008-05-05	Royal Challengers Bangalore	Kings XI Punjab	Kings XI Punjab	field	normal	Kings XI Punjab
85	2008	Chennai	2008-05-06	Chennai Super Kings	Deccan Chargers	Deccan Chargers	field	normal	Deccan Chargers
86	2008	Mumbai	2008-05-07	Rajasthan Royals	Mumbai Indians	Mumbai Indians	field	normal	Mumbai Indians
87	2008	Delhi	2008-05-08	Delhi Daredevils	Chennai Super Kings	Chennai Super Kings	field	normal	Chennai Super Kings
88	2008	Kolkata	2008-05-08	Kolkata Knight Riders	Royal Challengers Bangalore	Kolkata Knight Riders	bat	normal	Kolkata Knight Riders
89	2008	Jaipur	2008-05-09	Deccan Chargers	Rajasthan Royals	Rajasthan Royals	field	normal	Rajasthan Royals
90	2008	Bangalore	2008-05-28	Royal Challengers Bangalore	Mumbai Indians	Mumbai Indians	field	normal	Mumbai Indians
91	2008	Chennai	2008-05-10	Chennai Super Kings	Kings XI Punjab	Kings XI Punjab	field	normal	Chennai Super Kings
92	2008	Hyderabad	2008-05-11	Kolkata Knight Riders	Deccan Chargers	Kolkata Knight Riders	bat	normal	Kolkata Knight Riders
93	2008	Jaipur	2008-05-11	Delhi Daredevils	Rajasthan Royals	Rajasthan Royals	field	normal	Rajasthan Royals
94	2008	Chandigarh	2008-05-12	Royal Challengers Bangalore	Kings XI Punjab	Royal Challengers Bangalore	bat	normal	Kings XI Punjab
95	2008	Kolkata	2008-05-13	Kolkata Knight Riders	Delhi Daredevils	Kolkata Knight Riders	bat	normal	Kolkata Knight Riders
96	2008	Mumbai	2008-05-14	Chennai Super Kings	Mumbai Indians	Mumbai Indians	field	normal	Mumbai Indians
97	2008	Chandigarh	2008-05-28	Kings XI Punjab	Rajasthan Royals	Rajasthan Royals	field	normal	Kings XI Punjab
98	2008	Delhi	2008-05-15	Delhi Daredevils	Deccan Chargers	Deccan Chargers	field	normal	Delhi Daredevils
99	2008	Mumbai	2008-05-16	Kolkata Knight Riders	Mumbai Indians	Mumbai Indians	field	normal	Mumbai Indians
